fid,Src,Dest,Heading,Parent_Layer,Steps,Sheltered,Distance,Time_Cost,geometry_type,coordinates
13,AS4-0328-Entrance,AS4-0328,N,AS4_ L3_ROOMS,0,T,3,2,LineString,"[[11551782.026058879, 144101.77000904825], [11551780.897529976, 144104.2436532274]]"
13,AS4-0328,AS4-0328-Entrance,S,AS4_ L3_ROOMS,0,T,3,2,LineString,"[[11551780.897529976, 144104.2436532274], [11551782.026058879, 144101.77000904825]]"
1,AS4-Level6-LiftLobby,AS4-Level6-FemaleToilet,E,AS4_ L6_ROOMS,0,T,2,1,LineString,"[[11551861.01453319, 144142.58513800552], [11551862.90681399, 144143.4970805601]]"
1,AS4-Level6-FemaleToilet,AS4-Level6-LiftLobby,W,AS4_ L6_ROOMS,0,T,2,1,LineString,"[[11551862.90681399, 144143.4970805601], [11551861.01453319, 144142.58513800552]]"
2,AS4-Level6-LiftLobby,AS4-Level6-Lift,E,AS4_ L6_ROOMS,0,T,4,3,LineString,"[[11551861.01453319, 144142.58513800552], [11551856.932165379, 144142.67419489607]]"
2,AS4-Level6-Lift,AS4-Level6-LiftLobby,W,AS4_ L6_ROOMS,0,T,4,3,LineString,"[[11551856.932165379, 144142.67419489607], [11551861.01453319, 144142.58513800552]]"
3,AS4-Level6-LiftLobby,AS4-0604,S,AS4_ L6_ROOMS,0,T,3,2,LineString,"[[11551861.01453319, 144142.58513800552], [11551861.01453319, 144139.68972039482]]"
3,AS4-0604,AS4-Level6-LiftLobby,N,AS4_ L6_ROOMS,0,T,3,2,LineString,"[[11551861.01453319, 144139.68972039482], [11551861.01453319, 144142.58513800552]]"
4,AS4-Level6-LiftLobby,AS4-Level6-Stair-Entrance,S,AS4_ L6_ROOMS,0,T,4,3,LineString,"[[11551861.01453319, 144142.58513800552], [11551863.932749363, 144140.44207300228]]"
4,AS4-Level6-Stair-Entrance,AS4-Level6-LiftLobby,N,AS4_ L6_ROOMS,0,T,4,3,LineString,"[[11551863.932749363, 144140.44207300228], [11551861.01453319, 144142.58513800552]]"
5,AS4-Level6-Stair-Entrance,AS4-Level6-Corridor,E,AS4_ L6_ROOMS,0,T,6,4,LineString,"[[11551863.932749363, 144140.44207300228], [11551869.40440469, 144143.2234977937]]"
5,AS4-Level6-Corridor,AS4-Level6-Stair-Entrance,W,AS4_ L6_ROOMS,0,T,6,4,LineString,"[[11551869.40440469, 144143.2234977937], [11551863.932749363, 144140.44207300228]]"
6,AS4-Level6-Stair-Entrance,AS4-Level6-Stair,S,AS4_ L6_ROOMS,0,T,3,2,LineString,"[[11551863.932749363, 144140.44207300228], [11551865.414656013, 144137.54665539158]]"
6,AS4-Level6-Stair,AS4-Level6-Stair-Entrance,N,AS4_ L6_ROOMS,0,T,3,2,LineString,"[[11551865.414656013, 144137.54665539158], [11551863.932749363, 144140.44207300228]]"
7,AS4-Level6-Corridor,AS4-0603,S,AS4_ L6_ROOMS,0,T,2,1,LineString,"[[11551869.40440469, 144143.2234977937], [11551870.567131447, 144141.14882848208]]"
7,AS4-0603,AS4-Level6-Corridor,N,AS4_ L6_ROOMS,0,T,2,1,LineString,"[[11551870.567131447, 144141.14882848208], [11551869.40440469, 144143.2234977937]]"
8,AS4-Level6-Corridor,AS4-0602,E,AS4_ L6_ROOMS,0,T,2,1,LineString,"[[11551869.40440469, 144143.2234977937], [11551871.251088362, 144144.20383603984]]"
8,AS4-0602,AS4-Level6-Corridor,W,AS4_ L6_ROOMS,0,T,2,1,LineString,"[[11551871.251088362, 144144.20383603984], [11551869.40440469, 144143.2234977937]]"
9,AS4-Level6-Corridor,AS4-0601,N,AS4_ L6_ROOMS,0,T,3,2,LineString,"[[11551869.40440469, 144143.2234977937], [11551868.059289422, 144145.79973551029]]"
9,AS4-0601,AS4-Level6-Corridor,S,AS4_ L6_ROOMS,0,T,3,2,LineString,"[[11551868.059289422, 144145.79973551029], [11551869.40440469, 144143.2234977937]]"
1,AS4-Level1-Lift,AS4-Level2-Lift,L,AS4_ L1_ROOMS,0,T,0,36,LineString,"[[11551856.932165379, 144142.67419489607], [11551856.932165379, 144142.67419489607]]"
2,AS4-Level2-Lift,AS4-Level1-Lift,L,AS4_ L2_ROOMS,0,T,0,36,LineString,"[[11551856.932165379, 144142.67419489607], [11551856.932165379, 144142.67419489607]]"
3,AS4-Level2-Lift,AS4-Level3-Lift,L,AS4_ L2_ROOMS,0,T,0,36,LineString,"[[11551856.932165379, 144142.67419489607], [11551856.932165379, 144142.67419489607]]"
4,AS4-Level3-Lift,AS4-Level2-Lift,L,AS4_ L3_ROOMS,0,T,0,36,LineString,"[[11551856.932165379, 144142.67419489607], [11551856.932165379, 144142.67419489607]]"
5,AS4-Level3-Lift,AS4-Level6-Lift,L,AS4_ L3_ROOMS,0,T,0,108,LineString,"[[11551856.932165379, 144142.67419489607], [11551856.932165379, 144142.67419489607]]"
6,AS4-Level6-Lift,AS4-Level3-Lift,L,AS4_ L6_ROOMS,0,T,0,108,LineString,"[[11551856.932165379, 144142.67419489607], [11551856.932165379, 144142.67419489607]]"
7,AS4-Level1-Stair3,AS4-Basement1-Stair,D,AS4_L1_ROOMS,24,T,26,36,LineString,"[[11551771.916320771, 144101.30335094512], [11551769.359259037, 144100.2321119765], [11551770.487575807, 144097.39980661622], [11551773.538636459, 144098.74687867783], [11551772.12364514, 144101.617543652]]"
8,AS4-Basement1-Stair,AS4-Level1-Stair3,U,AS4_B1_ROOMS,24,T,26,36,LineString,"[[11551772.12364514, 144101.617543652], [11551773.538636459, 144098.74687867783], [11551770.487575807, 144097.39980661622], [11551769.359259037, 144100.2321119765], [11551771.916320771, 144101.30335094512]]"
1,AS5-Level1-LiftLobby,AS5-Level1-Stair3,S,AS5_L1_ROOMS,0,T,2,1,LineString,"[[11551796.797404686, 144054.18177747724], [11551796.116899112, 144052.14026075212]]"
1,AS5-Level1-Stair3,AS5-Level1-LiftLobby,N,AS5_L1_ROOMS,0,T,2,1,LineString,"[[11551796.116899112, 144052.14026075212], [11551796.797404686, 144054.18177747724]]"
2,AS5-Level1-LiftLobby,AS5-Level1-Lift,N,AS5_L1_ROOMS,0,T,3,2,LineString,"[[11551796.797404686, 144054.18177747724], [11551797.575125344, 144056.61215453097]]"
2,AS5-Level1-Lift,AS5-Level1-LiftLobby,S,AS5_L1_ROOMS,0,T,3,2,LineString,"[[11551797.575125344, 144056.61215453097], [11551796.797404686, 144054.18177747724]]"
1,AS5-Level2-Stair2,AS5-0205-Entrance,S,AS5_L2_ROOMS,0,T,9,7,LineString,"[[11551812.254602749, 144086.35996966867], [11551809.338150283, 144077.51339719308]]"
1,AS5-0205-Entrance,AS5-Level2-Stair2,N,AS5_L2_ROOMS,0,T,9,7,LineString,"[[11551809.338150283, 144077.51339719308], [11551812.254602749, 144086.35996966867]]"
2,AS5-0205-Entrance,AS5-0203-Entrance,S,AS5_L2_ROOMS,0,T,12,9,LineString,"[[11551809.338150283, 144077.51339719308], [11551805.352331916, 144065.750372253]]"
2,AS5-0203-Entrance,AS5-0205-Entrance,N,AS5_L2_ROOMS,0,T,12,9,LineString,"[[11551805.352331916, 144065.750372253], [11551809.338150283, 144077.51339719308]]"
3,AS5-0203-Entrance,AS5-0202-Entrance,S,AS5_L2_ROOMS,0,T,14,10,LineString,"[[11551805.352331916, 144065.750372253], [11551801.269298466, 144052.62633616285]]"
3,AS5-0202-Entrance,AS5-0203-Entrance,N,AS5_L2_ROOMS,0,T,14,10,LineString,"[[11551801.269298466, 144052.62633616285], [11551805.352331916, 144065.750372253]]"
4,AS5-0202-Entrance,AS5-Level2-LiftLobby,W,AS5_L2_ROOMS,0,T,5,4,LineString,"[[11551801.269298466, 144052.62633616285], [11551796.797404686, 144054.18177747724]]"
4,AS5-Level2-LiftLobby,AS5-0202-Entrance,E,AS5_L2_ROOMS,0,T,5,4,LineString,"[[11551796.797404686, 144054.18177747724], [11551801.269298466, 144052.62633616285]]"
5,AS5-Level2-LiftLobby,AS5-Level2-Lift,N,AS5_L2_ROOMS,0,T,3,2,LineString,"[[11551796.797404686, 144054.18177747724], [11551797.575125344, 144056.61215453097]]"
5,AS5-Level2-Lift,AS5-Level2-LiftLobby,S,AS5_L2_ROOMS,0,T,3,2,LineString,"[[11551797.575125344, 144056.61215453097], [11551796.797404686, 144054.18177747724]]"
6,AS5-Level2-LiftLobby,AS5-Level2-Stair3,S,AS5_L2_ROOMS,0,T,2,1,LineString,"[[11551796.797404686, 144054.18177747724], [11551796.116899112, 144052.14026075212]]"
6,AS5-Level2-Stair3,AS5-Level2-LiftLobby,N,AS5_L2_ROOMS,0,T,2,1,LineString,"[[11551796.116899112, 144052.14026075212], [11551796.797404686, 144054.18177747724]]"
7,AS5-0205-Entrance,AS5-0205,E,AS5_L2_ROOMS,0,T,5,4,LineString,"[[11551809.338150283, 144077.51339719308], [11551813.810044063, 144075.9579558787]]"
7,AS5-0205,AS5-0205-Entrance,W,AS5_L2_ROOMS,0,T,5,4,LineString,"[[11551813.810044063, 144075.9579558787], [11551809.338150283, 144077.51339719308]]"
8,AS5-0203-Entrance,AS5-0203,E,AS5_L2_ROOMS,0,T,4,3,LineString,"[[11551805.352331916, 144065.750372253], [11551808.718404133, 144064.64455069354]]"
8,AS5-0203,AS5-0203-Entrance,W,AS5_L2_ROOMS,0,T,4,3,LineString,"[[11551808.718404133, 144064.64455069354], [11551805.352331916, 144065.750372253]]"
9,AS5-0202-Entrance,AS5-0202,E,AS5_L2_ROOMS,0,T,3,2,LineString,"[[11551801.269298466, 144052.62633616285], [11551804.246510355, 144051.52051460338]]"
9,AS5-0202,AS5-0202-Entrance,W,AS5_L2_ROOMS,0,T,3,2,LineString,"[[11551804.246510355, 144051.52051460338], [11551801.269298466, 144052.62633616285]]"
1,AS5-Level3-Stair1-Entrance,AS5-Level3-Corridor,S,AS5_L3_ROOMS,0,T,10,7,LineString,"[[11551826.237227974, 144105.52805402683], [11551830.550270187, 144096.57701437527]]"
1,AS5-Level3-Corridor,AS5-Level3-Stair1-Entrance,N,AS5_L3_ROOMS,0,T,10,7,LineString,"[[11551830.550270187, 144096.57701437527], [11551826.237227974, 144105.52805402683]]"
2,AS5-Level3-Corridor,AS5-Level3-North-Entrance,E,AS5_L3_ROOMS,0,T,24,18,LineString,"[[11551830.550270187, 144096.57701437527], [11551852.529060615, 144107.12328881625]]"
2,AS5-Level3-North-Entrance,AS5-Level3-Corridor,W,AS5_L3_ROOMS,0,T,24,18,LineString,"[[11551852.529060615, 144107.12328881625], [11551830.550270187, 144096.57701437527]]"
3,AS5-Level3-Corridor,AS5-0309-Entrance,W,AS5_L3_ROOMS,0,T,14,10,LineString,"[[11551830.550270187, 144096.57701437527], [11551817.552060788, 144090.22561660272]]"
3,AS5-0309-Entrance,AS5-Level3-Corridor,E,AS5_L3_ROOMS,0,T,14,10,LineString,"[[11551817.552060788, 144090.22561660272], [11551830.550270187, 144096.57701437527]]"
4,AS5-0309-Entrance,AS5-Level3-LiftLobby,S,AS5_L3_ROOMS,0,T,45,34,LineString,"[[11551817.552060788, 144090.22561660272], [11551811.998280413, 144080.77237340627], [11551801.23284281, 144052.48051353966], [11551797.1984169, 144053.75646149286]]"
4,AS5-Level3-LiftLobby,AS5-0309-Entrance,N,AS5_L3_ROOMS,0,T,45,34,LineString,"[[11551797.1984169, 144053.75646149286], [11551801.23284281, 144052.48051353966], [11551811.998280413, 144080.77237340627], [11551817.552060788, 144090.22561660272]]"
5,AS5-Level3-LiftLobby,AS5-Level3-Lift,N,AS5_L3_ROOMS,0,T,3,2,LineString,"[[11551797.1984169, 144053.75646149286], [11551798.012593213, 144056.21721825976]]"
5,AS5-Level3-Lift,AS5-Level3-LiftLobby,S,AS5_L3_ROOMS,0,T,3,2,LineString,"[[11551798.012593213, 144056.21721825976], [11551797.1984169, 144053.75646149286]]"
6,AS5-Level3-LiftLobby,AS5-Level3-Stair3,S,AS5_L3_ROOMS,0,T,2,1,LineString,"[[11551797.1984169, 144053.75646149286], [11551796.396392472, 144051.50836271816]]"
6,AS5-Level3-Stair3,AS5-Level3-LiftLobby,N,AS5_L3_ROOMS,0,T,2,1,LineString,"[[11551796.396392472, 144051.50836271816], [11551797.1984169, 144053.75646149286]]"
7,AS5-0309-Entrance,AS5-Level3-Stair2,W,AS5_L3_ROOMS,0,T,5,4,LineString,"[[11551817.552060788, 144090.22561660272], [11551814.834253367, 144091.23002369227], [11551813.593515199, 144089.45754059296]]"
7,AS5-Level3-Stair2,AS5-0309-Entrance,E,AS5_L3_ROOMS,0,T,5,4,LineString,"[[11551813.593515199, 144089.45754059296], [11551814.834253367, 144091.23002369227], [11551817.552060788, 144090.22561660272]]"
8,AS5-Level3-Stair1-Entrance,AS5-Level3-MaleToilet,W,AS5_L3_ROOMS,0,T,3,2,LineString,"[[11551826.237227974, 144105.52805402683], [11551823.01721701, 144104.75997801713]]"
8,AS5-Level3-MaleToilet,AS5-Level3-Stair1-Entrance,E,AS5_L3_ROOMS,0,T,3,2,LineString,"[[11551823.01721701, 144104.75997801713], [11551826.237227974, 144105.52805402683]]"
9,AS5-Level3-Stair1-Entrance,AS5-Level3-FemaleToilet,W,AS5_L3_ROOMS,0,T,3,2,LineString,"[[11551826.237227974, 144105.52805402683], [11551823.755751636, 144103.40107430765]]"
9,AS5-Level3-FemaleToilet,AS5-Level3-Stair1-Entrance,E,AS5_L3_ROOMS,0,T,3,2,LineString,"[[11551823.755751636, 144103.40107430765], [11551826.237227974, 144105.52805402683]]"
10,AS5-Level3-Stair1-Entrance,AS5-Level3-Stair1,E,AS5_L3_ROOMS,0,T,3,2,LineString,"[[11551826.237227974, 144105.52805402683], [11551829.309532013, 144107.18237158618]]"
10,AS5-Level3-Stair1,AS5-Level3-Stair1-Entrance,W,AS5_L3_ROOMS,0,T,3,2,LineString,"[[11551829.309532013, 144107.18237158618], [11551826.237227974, 144105.52805402683]]"
11,AS5-Level3-Corridor,LT8,S,AS5_L3_ROOMS,0,T,19,14,LineString,"[[11551830.550270187, 144096.57701437527], [11551838.722123504, 144079.5318722279]]"
11,LT8,AS5-Level3-Corridor,N,AS5_L3_ROOMS,0,T,19,14,LineString,"[[11551838.722123504, 144079.5318722279], [11551830.550270187, 144096.57701437527]]"
12,AS5-0309-Entrance,AS5-0309,S,AS5_L3_ROOMS,0,T,3,2,LineString,"[[11551817.552060788, 144090.22561660272], [11551818.638988461, 144087.51976910094]]"
12,AS5-0309,AS5-0309-Entrance,N,AS5_L3_ROOMS,0,T,3,2,LineString,"[[11551818.638988461, 144087.51976910094], [11551817.552060788, 144090.22561660272]]"
1,AS5-Level1-Stair3,AS5-Level2-Stair3,U,AS5_L1_ROOMS,24,T,11,25,LineString,"[[11551796.116899112, 144052.14026075212], [11551793.753307294, 144052.93584385654], [11551793.132509295, 144051.29072916], [11551797.167696288, 144049.83185386308], [11551796.116899112, 144052.14026075212]]"
2,AS5-Level2-Stair3,AS5-Level1-Stair3,D,AS5_L2_ROOMS,24,T,11,25,LineString,"[[11551796.116899112, 144052.14026075212], [11551797.167696288, 144049.83185386308], [11551793.132509295, 144051.29072916], [11551793.753307294, 144052.93584385654], [11551796.116899112, 144052.14026075212]]"
3,AS5-Level2-Stair2,AS5-Level3-Stair2,U,AS5_L2_ROOMS,24,T,3,19,LineString,"[[11551812.254602749, 144086.35996966867], [11551813.593515199, 144089.45754059296]]"
4,AS5-Level3-Stair2,AS5-Level2-Stair2,D,AS5_L3_ROOMS,24,T,3,19,LineString,"[[11551813.593515199, 144089.45754059296], [11551812.254602749, 144086.35996966867]]"
1,AS6-Level1-North-Entrance,AS6-Level1-Stair3-Entrance,S,AS6_L1_ROOMS,0,T,16,12,LineString,"[[11551959.353225376, 144267.77346561165], [11551967.799328903, 144254.08545197998]]"
1,AS6-Level1-Stair3-Entrance,AS6-Level1-North-Entrance,N,AS6_L1_ROOMS,0,T,16,12,LineString,"[[11551967.799328903, 144254.08545197998], [11551959.353225376, 144267.77346561165]]"
2,AS6-Level1-Stair3-Entrance,AS6-Level1-Stair4-Entrance,S,AS6_L1_ROOMS,0,T,14,10,LineString,"[[11551967.799328903, 144254.08545197998], [11551976.084971512, 144243.28060832256]]"
2,AS6-Level1-Stair4-Entrance,AS6-Level1-Stair3-Entrance,N,AS6_L1_ROOMS,0,T,14,10,LineString,"[[11551976.084971512, 144243.28060832256], [11551967.799328903, 144254.08545197998]]"
3,AS6-Level1-Stair4-Entrance,LT15-Entrance,S,AS6_L1_ROOMS,0,T,26,19,LineString,"[[11551976.084971512, 144243.28060832256], [11551987.676241418, 144219.39251294182]]"
3,LT15-Entrance,AS6-Level1-Stair4-Entrance,N,AS6_L1_ROOMS,0,T,26,19,LineString,"[[11551987.676241418, 144219.39251294182], [11551976.084971512, 144243.28060832256]]"
4,AS6-Level1-Corridor,LT15-Entrance,S,AS6_L1_ROOMS,0,T,10,7,LineString,"[[11551987.676241418, 144219.39251294182], [11551996.34449544, 144223.82743360318]]"
4,LT15-Entrance,AS6-Level1-Corridor,N,AS6_L1_ROOMS,0,T,10,7,LineString,"[[11551996.34449544, 144223.82743360318], [11551987.676241418, 144219.39251294182]]"
5,LT15-Entrance,LT14-Entrance,N,AS6_L1_ROOMS,0,T,26,19,LineString,"[[11551996.34449544, 144223.82743360318], [11551985.861955695, 144247.5139416811]]"
5,LT14-Entrance,LT15-Entrance,S,AS6_L1_ROOMS,0,T,26,19,LineString,"[[11551985.861955695, 144247.5139416811], [11551996.34449544, 144223.82743360318]]"
6,LT14-Entrance,AS6-Level1-Stair1,N,AS6_L1_ROOMS,0,T,8,6,LineString,"[[11551985.861955695, 144247.5139416811], [11551982.334177895, 144254.41830680167]]"
6,AS6-Level1-Stair1,LT14-Entrance,S,AS6_L1_ROOMS,0,T,8,6,LineString,"[[11551982.334177895, 144254.41830680167], [11551985.861955695, 144247.5139416811]]"
7,LT14-Entrance,LT14,E,AS6_L1_ROOMS,0,T,8,6,LineString,"[[11551985.861955695, 144247.5139416811], [11551992.917511296, 144250.9661242414]]"
7,LT14,LT14-Entrance,W,AS6_L1_ROOMS,0,T,8,6,LineString,"[[11551992.917511296, 144250.9661242414], [11551985.861955695, 144247.5139416811]]"
8,AS6-Level1-Stair4-Entrance,LT14-Entrance,E,AS6_L1_ROOMS,0,T,11,8,LineString,"[[11551976.084971512, 144243.28060832256], [11551985.861955695, 144247.5139416811]]"
8,LT14-Entrance,AS6-Level1-Stair4-Entrance,W,AS6_L1_ROOMS,0,T,11,8,LineString,"[[11551985.861955695, 144247.5139416811], [11551976.084971512, 144243.28060832256]]"
9,AS6-Level1-Corridor,AS6-Level1-LiftLobby,S,AS6_L1_ROOMS,0,T,15,11,LineString,"[[11551987.676241418, 144219.39251294182], [11551993.119098596, 144205.35699698498]]"
9,AS6-Level1-LiftLobby,AS6-Level1-Corridor,N,AS6_L1_ROOMS,0,T,15,11,LineString,"[[11551993.119098596, 144205.35699698498], [11551987.676241418, 144219.39251294182]]"
10,AS6-Level1-LiftLobby,AS6-Level1-Stair2-Entrance,W,AS6_L1_ROOMS,0,T,7,5,LineString,"[[11551993.119098596, 144205.35699698498], [11551986.920289032, 144202.38358426883]]"
10,AS6-Level1-Stair2-Entrance,AS6-Level1-LiftLobby,E,AS6_L1_ROOMS,0,T,7,5,LineString,"[[11551986.920289032, 144202.38358426883], [11551993.119098596, 144205.35699698498]]"
11,AS6-Level1-Stair2-Entrance,AS6-Level1-South-Entrance,S,AS6_L1_ROOMS,0,T,10,7,LineString,"[[11551986.920289032, 144202.38358426883], [11551985.005209656, 144201.37564775487], [11551987.777035069, 144194.3200921572]]"
11,AS6-Level1-South-Entrance,AS6-Level1-Stair2-Entrance,N,AS6_L1_ROOMS,0,T,10,7,LineString,"[[11551987.777035069, 144194.3200921572], [11551985.005209656, 144201.37564775487], [11551986.920289032, 144202.38358426883]]"
12,AS6-Level1-Stair2-Entrance,AS6-Level1-Stair2,S,AS6_L1_ROOMS,0,T,3,2,LineString,"[[11551986.920289032, 144202.38358426883], [11551989.411096102, 144200.388458302]]"
12,AS6-Level1-Stair2,AS6-Level1-Stair2-Entrance,N,AS6_L1_ROOMS,0,T,3,2,LineString,"[[11551989.411096102, 144200.388458302], [11551986.920289032, 144202.38358426883]]"
13,AS6-Level1-LiftLobby,AS6-Level1-Lift,S,AS6_L1_ROOMS,0,T,6,4,LineString,"[[11551993.119098596, 144205.35699698498], [11551995.84052718, 144199.96453663535]]"
13,AS6-Level1-Lift,AS6-Level1-LiftLobby,N,AS6_L1_ROOMS,0,T,6,4,LineString,"[[11551995.84052718, 144199.96453663535], [11551993.119098596, 144205.35699698498]]"
14,LT15-Entrance,LT15,E,AS6_L1_ROOMS,0,T,6,4,LineString,"[[11551996.34449544, 144223.82743360318], [11552001.283384359, 144226.32207647525]]"
14,LT15,LT15-Entrance,W,AS6_L1_ROOMS,0,T,6,4,LineString,"[[11552001.283384359, 144226.32207647525], [11551996.34449544, 144223.82743360318]]"
15,AS6-Level1-Stair3-Entrance,AS6-Level1-Stair3,N,AS6_L1_ROOMS,0,T,4,3,LineString,"[[11551967.799328903, 144254.08545197998], [11551968.787303023, 144258.2958218246]]"
15,AS6-Level1-Stair3,AS6-Level1-Stair3-Entrance,S,AS6_L1_ROOMS,0,T,4,3,LineString,"[[11551968.787303023, 144258.2958218246], [11551967.799328903, 144254.08545197998]]"
1,AS6-Level2-Stair3-Entrance,AS6-Level2-Corridor,E,AS6_L2_ROOMS,0,T,17,13,LineString,"[[11551960.566554632, 144267.90976036427], [11551967.799328903, 144254.08545197998], [11551969.430468872, 144254.88929919072]]"
1,AS6-Level2-Corridor,AS6-Level2-Stair3-Entrance,W,AS6_L2_ROOMS,0,T,17,13,LineString,"[[11551969.430468872, 144254.88929919072], [11551967.799328903, 144254.08545197998], [11551960.566554632, 144267.90976036427]]"
2,AS6-Level2-Corridor,AS6-Level2-Stair1-Entrance,N,AS6_L2_ROOMS,0,T,11,8,LineString,"[[11551969.430468872, 144254.88929919072], [11551979.378078105, 144259.92674171145]]"
2,AS6-Level2-Stair1-Entrance,AS6-Level2-Corridor,S,AS6_L2_ROOMS,0,T,11,8,LineString,"[[11551979.378078105, 144259.92674171145], [11551969.430468872, 144254.88929919072]]"
3,AS6-Level2-Stair1-Entrance,AS6-Level2-Stair1,E,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551979.378078105, 144259.92674171145], [11551980.825003084, 144256.9793019387]]"
3,AS6-Level2-Stair1,AS6-Level2-Stair1-Entrance,W,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551980.825003084, 144256.9793019387], [11551979.378078105, 144259.92674171145]]"
4,AS6-Level2-Stair1-Entrance,AS6-Level2-FemaleToilet,N,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551979.378078105, 144259.92674171145], [11551977.98474294, 144262.71341204204]]"
4,AS6-Level2-FemaleToilet,AS6-Level2-Stair1-Entrance,S,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551977.98474294, 144262.71341204204], [11551979.378078105, 144259.92674171145]]"
5,AS6-Level2-Stair1-Entrance,AS6-Level2-MaleToilet,N,AS6_L2_ROOMS,0,T,7,5,LineString,"[[11551979.378078105, 144259.92674171145], [11551983.29013453, 144261.96315464535], [11551981.95038918, 144264.6962351619]]"
5,AS6-Level2-MaleToilet,AS6-Level2-Stair1-Entrance,S,AS6_L2_ROOMS,0,T,7,5,LineString,"[[11551981.95038918, 144264.6962351619], [11551983.29013453, 144261.96315464535], [11551979.378078105, 144259.92674171145]]"
6,AS6-Level2-Corridor,AS6-0214-Entrance,S,AS6_L2_ROOMS,0,T,5,4,LineString,"[[11551969.430468872, 144254.88929919072], [11551971.672867652, 144250.4413446246]]"
6,AS6-0214-Entrance,AS6-Level2-Corridor,N,AS6_L2_ROOMS,0,T,5,4,LineString,"[[11551971.672867652, 144250.4413446246], [11551969.430468872, 144254.88929919072]]"
7,AS6-0214-Entrance,AS6-0212-Entrance,S,AS6_L2_ROOMS,0,T,11,8,LineString,"[[11551971.672867652, 144250.4413446246], [11551976.656720357, 144240.23248504807]]"
7,AS6-0212-Entrance,AS6-0214-Entrance,N,AS6_L2_ROOMS,0,T,11,8,LineString,"[[11551976.656720357, 144240.23248504807], [11551971.672867652, 144250.4413446246]]"
8,AS6-0212-Entrance,AS6-0211-Entrance,S,AS6_L2_ROOMS,0,T,16,12,LineString,"[[11551976.656720357, 144240.23248504807], [11551982.176471207, 144228.89823937652], [11551979.550570318, 144227.50490421124]]"
8,AS6-0211-Entrance,AS6-0212-Entrance,N,AS6_L2_ROOMS,0,T,16,12,LineString,"[[11551979.550570318, 144227.50490421124], [11551982.176471207, 144228.89823937652], [11551976.656720357, 144240.23248504807]]"
9,AS6-0211-Entrance,AS6-020607-Entrance,S,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551979.550570318, 144227.50490421124], [11551980.943905484, 144224.71823388065]]"
9,AS6-020607-Entrance,AS6-0211-Entrance,N,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551980.943905484, 144224.71823388065], [11551979.550570318, 144227.50490421124]]"
10,AS6-020607-Entrance,AS6-0210-Entrance,S,AS6_L2_ROOMS,0,T,5,4,LineString,"[[11551980.943905484, 144224.71823388065], [11551983.087498045, 144220.10950987236]]"
10,AS6-0210-Entrance,AS6-020607-Entrance,N,AS6_L2_ROOMS,0,T,5,4,LineString,"[[11551983.087498045, 144220.10950987236], [11551980.943905484, 144224.71823388065]]"
11,AS6-0210-Entrance,AS6-0208-Entrance,S,AS6_L2_ROOMS,0,T,9,7,LineString,"[[11551983.087498045, 144220.10950987236], [11551986.838785028, 144212.28539702107]]"
11,AS6-0208-Entrance,AS6-0210-Entrance,N,AS6_L2_ROOMS,0,T,9,7,LineString,"[[11551986.838785028, 144212.28539702107], [11551983.087498045, 144220.10950987236]]"
12,AS6-0208-Entrance,AS6-0209-Entrance,S,AS6_L2_ROOMS,0,T,5,4,LineString,"[[11551986.838785028, 144212.28539702107], [11551988.71442852, 144208.1053915252]]"
12,AS6-0209-Entrance,AS6-0208-Entrance,N,AS6_L2_ROOMS,0,T,5,4,LineString,"[[11551988.71442852, 144208.1053915252], [11551986.838785028, 144212.28539702107]]"
13,AS6-0209-Entrance,AS6-Level2-LiftLobby,S,AS6_L2_ROOMS,0,T,7,5,LineString,"[[11551988.71442852, 144208.1053915252], [11551991.929817362, 144201.9961527235]]"
13,AS6-Level2-LiftLobby,AS6-0209-Entrance,N,AS6_L2_ROOMS,0,T,7,5,LineString,"[[11551991.929817362, 144201.9961527235], [11551988.71442852, 144208.1053915252]]"
14,AS6-Level2-LiftLobby,AS6-Level2-Stair2,W,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551991.929817362, 144201.9961527235], [11551989.411096102, 144200.388458302]]"
14,AS6-Level2-Stair2,AS6-Level2-LiftLobby,E,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551989.411096102, 144200.388458302], [11551991.929817362, 144201.9961527235]]"
15,AS6-Level2-LiftLobby,AS6-Level2-Lift,S,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551991.929817362, 144201.9961527235], [11551993.537511783, 144199.26307220696]]"
15,AS6-Level2-Lift,AS6-Level2-LiftLobby,N,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551993.537511783, 144199.26307220696], [11551991.929817362, 144201.9961527235]]"
16,AS6-0209-Entrance,AS6-0209,W,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551988.71442852, 144208.1053915252], [11551986.463656329, 144206.87282580207]]"
16,AS6-0209,AS6-0209-Entrance,E,AS6_L2_ROOMS,0,T,3,2,LineString,"[[11551986.463656329, 144206.87282580207], [11551988.71442852, 144208.1053915252]]"
