fid,Src,Dest,Heading,Parent_Layer,Steps,Sheltered,Distance,Time_Cost,geometry_type,coordinates
14,S17-MaleToilet-Entrance,S17-Level4-Stair1,W,S17_L4_ROOMS,0,T,6,4,LineString,"[[11552777.138176443, 144460.48249645464], [11552771.415028933, 144458.07556525897]]"
14,S17-Level4-Stair1,S17-MaleToilet-Entrance,E,S17_L4_ROOMS,0,T,6,4,LineString,"[[11552771.415028933, 144458.07556525897], [11552777.138176443, 144460.48249645464]]"
1,S17-Level5-LiftLobby,S17-Level5-Stair2,N,S17_L5_ROOMS,0,T,3,2,LineString,"[[11552820.971067874, 144490.2682700009], [11552819.740858596, 144492.78217591636]]"
1,S17-Level5-Stair2,S17-Level5-LiftLobby,S,S17_L5_ROOMS,0,T,3,2,LineString,"[[11552819.740858596, 144492.78217591636], [11552820.971067874, 144490.2682700009]]"
2,S17-Level5-LiftLobby,S17-Level5-Lift2,W,S17_L5_ROOMS,0,T,3,2,LineString,"[[11552820.971067874, 144490.2682700009], [11552818.671111397, 144489.19852280282]]"
2,S17-Level5-Lift2,S17-Level5-LiftLobby,E,S17_L5_ROOMS,0,T,3,2,LineString,"[[11552818.671111397, 144489.19852280282], [11552820.971067874, 144490.2682700009]]"
3,S17-Level5-LiftLobby,S17-Level5-LiftLobby-Entrance,S,S17_L5_ROOMS,0,T,4,3,LineString,"[[11552820.971067874, 144490.2682700009], [11552822.52220131, 144486.95205368687]]"
3,S17-Level5-LiftLobby-Entrance,S17-Level5-LiftLobby,N,S17_L5_ROOMS,0,T,4,3,LineString,"[[11552822.52220131, 144486.95205368687], [11552820.971067874, 144490.2682700009]]"
4,S17-Level5-LiftLobby-Entrance,S17-Level5-MaleToilet,W,S17_L5_ROOMS,0,T,8,6,LineString,"[[11552822.52220131, 144486.95205368687], [11552816.772310121, 144484.30442937164], [11552815.836281324, 144486.22997432816]]"
4,S17-Level5-MaleToilet,S17-Level5-LiftLobby-Entrance,E,S17_L5_ROOMS,0,T,8,6,LineString,"[[11552815.836281324, 144486.22997432816], [11552816.772310121, 144484.30442937164], [11552822.52220131, 144486.95205368687]]"
5,S17-Level5-LiftLobby-Entrance,S17-0511,S,S17_L5_ROOMS,0,T,6,4,LineString,"[[11552822.52220131, 144486.95205368687], [11552824.233796827, 144483.44863161317], [11552826.346547544, 144483.5021189731]]"
5,S17-0511,S17-Level5-LiftLobby-Entrance,N,S17_L5_ROOMS,0,T,6,4,LineString,"[[11552826.346547544, 144483.5021189731], [11552824.233796827, 144483.44863161317], [11552822.52220131, 144486.95205368687]]"
6,S17-Level5-LiftLobby-Entrance,S17-0512,S,S17_L5_ROOMS,0,T,12,9,LineString,"[[11552822.52220131, 144486.95205368687], [11552822.976843871, 144475.34529658774]]"
6,S17-0512,S17-Level5-LiftLobby-Entrance,N,S17_L5_ROOMS,0,T,12,9,LineString,"[[11552822.976843871, 144475.34529658774], [11552822.52220131, 144486.95205368687]]"
7,S17-0512,S17-0511,N,S17_L5_ROOMS,0,T,9,7,LineString,"[[11552822.976843871, 144475.34529658774], [11552826.346547544, 144483.5021189731]]"
7,S17-0511,S17-0512,S,S17_L5_ROOMS,0,T,9,7,LineString,"[[11552826.346547544, 144483.5021189731], [11552822.976843871, 144475.34529658774]]"
1,S17-Level6-FemaleToilet,S17-Level6-LiftLobby-Entrance,E,S17_L6_ROOMS,0,T,8,6,LineString,"[[11552815.836281324, 144486.22997432816], [11552816.772310121, 144484.30442937164], [11552822.52220131, 144486.95205368687]]"
1,S17-Level6-LiftLobby-Entrance,S17-Level6-FemaleToilet,W,S17_L6_ROOMS,0,T,8,6,LineString,"[[11552822.52220131, 144486.95205368687], [11552816.772310121, 144484.30442937164], [11552815.836281324, 144486.22997432816]]"
2,S17-Level6-LiftLobby-Entrance,S17-0611,S,S17_L6_ROOMS,0,T,6,4,LineString,"[[11552822.52220131, 144486.95205368687], [11552824.233796827, 144483.44863161317], [11552826.346547544, 144483.5021189731]]"
2,S17-0611,S17-Level6-LiftLobby-Entrance,N,S17_L6_ROOMS,0,T,6,4,LineString,"[[11552826.346547544, 144483.5021189731], [11552824.233796827, 144483.44863161317], [11552822.52220131, 144486.95205368687]]"
3,S17-Level6-LiftLobby-Entrance,S17-Level6-LiftLobby,N,S17_L6_ROOMS,0,T,4,3,LineString,"[[11552822.52220131, 144486.95205368687], [11552820.971067874, 144490.2682700009]]"
3,S17-Level6-LiftLobby,S17-Level6-LiftLobby-Entrance,S,S17_L6_ROOMS,0,T,4,3,LineString,"[[11552820.971067874, 144490.2682700009], [11552822.52220131, 144486.95205368687]]"
4,S17-Level6-LiftLobby,S17-Level6-Stair2,N,S17_L6_ROOMS,0,T,3,2,LineString,"[[11552820.971067874, 144490.2682700009], [11552819.740858596, 144492.78217591636]]"
4,S17-Level6-Stair2,S17-Level6-LiftLobby,S,S17_L6_ROOMS,0,T,3,2,LineString,"[[11552819.740858596, 144492.78217591636], [11552820.971067874, 144490.2682700009]]"
5,S17-Level6-LiftLobby,S17-Level6-Lift2,W,S17_L6_ROOMS,0,T,3,2,LineString,"[[11552820.971067874, 144490.2682700009], [11552818.671111397, 144489.19852280282]]"
5,S17-Level6-Lift2,S17-Level6-LiftLobby,E,S17_L6_ROOMS,0,T,3,2,LineString,"[[11552818.671111397, 144489.19852280282], [11552820.971067874, 144490.2682700009]]"
1,S17-Level1-Lift2,S17-Level4-Lift2,L,,0,T,0,108,LineString,"[[11552818.671111397, 144489.19852280282], [11552818.671111397, 144489.19852280282]]"
2,S17-Level4-Lift2,S17-Level1-Lift2,L,S17_L4_ROOMS,0,T,0,108,LineString,"[[11552818.671111397, 144489.19852280282], [11552818.671111397, 144489.19852280282]]"
3,S17-Level4-Lift2,S17-Level5-Lift2,L,S17_L4_ROOMS,0,T,0,36,LineString,"[[11552818.671111397, 144489.19852280282], [11552818.671111397, 144489.19852280282]]"
4,S17-Level5-Lift2,S17-Level4-Lift2,L,S17_L5_ROOMS,0,T,0,36,LineString,"[[11552818.671111397, 144489.19852280282], [11552818.671111397, 144489.19852280282]]"
5,S17-Level5-Lift2,S17-Level6-Lift2,L,S17_L5_ROOMS,0,T,0,36,LineString,"[[11552818.671111397, 144489.19852280282], [11552818.671111397, 144489.19852280282]]"
6,S17-Level6-Lift2,S17-Level5-Lift2,L,S17_L6_ROOMS,0,T,0,36,LineString,"[[11552818.671111397, 144489.19852280282], [11552818.671111397, 144489.19852280282]]"
1,S1A-Level2-Entrance,S1A-Level2-LT32-Entrance,E,S1A_L2_ROOMS,0,T,8,6,LineString,"[[11552530.91590307, 144290.25845822913], [11552538.799321026, 144287.51247376436]]"
1,S1A-Level2-LT32-Entrance,S1A-Level2-Entrance,W,S1A_L2_ROOMS,0,T,8,6,LineString,"[[11552538.799321026, 144287.51247376436], [11552530.91590307, 144290.25845822913]]"
2,S1A-Level2-LT32-Entrance,S1A-Level2-LiftLobby,E,S1A_L2_ROOMS,0,T,20,15,LineString,"[[11552538.799321026, 144287.51247376436], [11552557.59432056, 144280.79713566435]]"
2,S1A-Level2-LiftLobby,S1A-Level2-LT32-Entrance,W,S1A_L2_ROOMS,0,T,20,15,LineString,"[[11552557.59432056, 144280.79713566435], [11552538.799321026, 144287.51247376436]]"
3,S1A-Level2-LiftLobby,S1A-Level2-Lift,E,S1A_L2_ROOMS,0,T,9,7,LineString,"[[11552557.59432056, 144280.79713566435], [11552562.089424841, 144272.62647651168]]"
3,S1A-Level2-Lift,S1A-Level2-LiftLobby,W,S1A_L2_ROOMS,0,T,9,7,LineString,"[[11552562.089424841, 144272.62647651168], [11552557.59432056, 144280.79713566435]]"
4,S1A-Level2-LiftLobby,S1A-Level2-Stair,E,S1A_L2_ROOMS,0,T,11,8,LineString,"[[11552557.59432056, 144280.79713566435], [11552567.726931302, 144277.2606558365]]"
4,S1A-Level2-Stair,S1A-Level2-LiftLobby,W,S1A_L2_ROOMS,0,T,11,8,LineString,"[[11552567.726931302, 144277.2606558365], [11552557.59432056, 144280.79713566435]]"
5,S1A-Level2-LiftLobby,S1A-Level2-Toilets-Entrance,S,S1A_L2_ROOMS,0,T,16,12,LineString,"[[11552557.59432056, 144280.79713566435], [11552553.645582557, 144271.07678310393], [11552554.69857936, 144265.95087413996]]"
5,S1A-Level2-Toilets-Entrance,S1A-Level2-LiftLobby,N,S1A_L2_ROOMS,0,T,16,12,LineString,"[[11552554.69857936, 144265.95087413996], [11552553.645582557, 144271.07678310393], [11552557.59432056, 144280.79713566435]]"
7,S1A-Level2-LT32-Entrance,LT32,N,S1A_L2_ROOMS,0,T,4,3,LineString,"[[11552538.799321026, 144287.51247376436], [11552540.269542975, 144291.72446097503]]"
7,LT32,S1A-Level2-LT32-Entrance,S,S1A_L2_ROOMS,0,T,4,3,LineString,"[[11552540.269542975, 144291.72446097503], [11552538.799321026, 144287.51247376436]]"
8,S1A-Level2-Toilets-Entrance,S1A-Level2-MaleToilet,W,S1A_L2_ROOMS,0,T,4,3,LineString,"[[11552554.69857936, 144265.95087413996], [11552551.20183526, 144264.28197354704]]"
8,S1A-Level2-MaleToilet,S1A-Level2-Toilets-Entrance,E,S1A_L2_ROOMS,0,T,4,3,LineString,"[[11552551.20183526, 144264.28197354704], [11552554.69857936, 144265.95087413996]]"
9,S1A-Level2-Toilets-Entrance,S1A-Level2-FemaleToilet,E,S1A_L2_ROOMS,0,T,4,3,LineString,"[[11552554.69857936, 144265.95087413996], [11552557.937041223, 144267.58003900448]]"
9,S1A-Level2-FemaleToilet,S1A-Level2-Toilets-Entrance,W,S1A_L2_ROOMS,0,T,4,3,LineString,"[[11552557.937041223, 144267.58003900448], [11552554.69857936, 144265.95087413996]]"
1,S1A-Level3-LiftLobby,S1A-Level3-Lift,S,S1A_L3_ROOMS,0,T,3,2,LineString,"[[11552558.120198097, 144273.5040773262], [11552559.505981626, 144270.9224967217]]"
1,S1A-Level3-Lift,S1A-Level3-LiftLobby,N,S1A_L3_ROOMS,0,T,3,2,LineString,"[[11552559.505981626, 144270.9224967217], [11552558.120198097, 144273.5040773262]]"
3,S1A-Level3-LiftLobby,S1A-Level3-Toilets-Entrance,S,S1A_L3_ROOMS,0,T,10,7,LineString,"[[11552558.120198097, 144273.5040773262], [11552553.694631346, 144271.31364529816], [11552554.801023034, 144265.9716733113]]"
3,S1A-Level3-Toilets-Entrance,S1A-Level3-LiftLobby,N,S1A_L3_ROOMS,0,T,10,7,LineString,"[[11552554.801023034, 144265.9716733113], [11552553.694631346, 144271.31364529816], [11552558.120198097, 144273.5040773262]]"
4,S1A-Level3-LiftLobby,S1A-Level3-Stair1,E,S1A_L3_ROOMS,0,T,10,7,LineString,"[[11552558.120198097, 144273.5040773262], [11552567.01603429, 144278.33196832682]]"
4,S1A-Level3-Stair1,S1A-Level3-LiftLobby,W,S1A_L3_ROOMS,0,T,10,7,LineString,"[[11552567.01603429, 144278.33196832682], [11552558.120198097, 144273.5040773262]]"
5,S1A-Level3-LiftLobby,S1A-03LAB2,E,S1A_L3_ROOMS,0,T,13,10,LineString,"[[11552558.120198097, 144273.5040773262], [11552568.29006108, 144282.15404870236]]"
5,S1A-03LAB2,S1A-Level3-LiftLobby,W,S1A_L3_ROOMS,0,T,13,10,LineString,"[[11552568.29006108, 144282.15404870236], [11552558.120198097, 144273.5040773262]]"
6,S1A-Level3-LiftLobby,S1A-03LAB1,W,S1A_L3_ROOMS,0,T,12,9,LineString,"[[11552558.120198097, 144273.5040773262], [11552545.935060998, 144275.2859932374]]"
6,S1A-03LAB1,S1A-Level3-LiftLobby,E,S1A_L3_ROOMS,0,T,12,9,LineString,"[[11552545.935060998, 144275.2859932374], [11552558.120198097, 144273.5040773262]]"
8,S1A-Level3-Toilets-Entrance,S1A-Level3-FemaleToilet,E,S1A_L3_ROOMS,0,T,4,3,LineString,"[[11552554.801023034, 144265.9716733113], [11552557.997265687, 144267.5586189643]]"
8,S1A-Level3-FemaleToilet,S1A-Level3-Toilets-Entrance,W,S1A_L3_ROOMS,0,T,4,3,LineString,"[[11552557.997265687, 144267.5586189643], [11552554.801023034, 144265.9716733113]]"
9,S1A-Level3-Toilets-Entrance,S1A-Level3-MaleToilet,W,S1A_L3_ROOMS,0,T,4,3,LineString,"[[11552554.801023034, 144265.9716733113], [11552551.526550665, 144264.40707900556]]"
9,S1A-Level3-MaleToilet,S1A-Level3-Toilets-Entrance,E,S1A_L3_ROOMS,0,T,4,3,LineString,"[[11552551.526550665, 144264.40707900556], [11552554.801023034, 144265.9716733113]]"
1,S1A-Level4-LiftLobby,S1A-Level4-Lift,S,S1A_L4_ROOMS,0,T,3,2,LineString,"[[11552560.190491645, 144274.82653203694], [11552561.956248078, 144271.85380285594]]"
1,S1A-Level4-Lift,S1A-Level4-LiftLobby,N,S1A_L4_ROOMS,0,T,3,2,LineString,"[[11552561.956248078, 144271.85380285594], [11552560.190491645, 144274.82653203694]]"
2,S1A-Level4-LiftLobby,S1A-Level4-Stair1,E,S1A_L4_ROOMS,0,T,7,5,LineString,"[[11552560.190491645, 144274.82653203694], [11552566.493571565, 144278.4250989402]]"
2,S1A-Level4-Stair1,S1A-Level4-LiftLobby,W,S1A_L4_ROOMS,0,T,7,5,LineString,"[[11552566.493571565, 144278.4250989402], [11552560.190491645, 144274.82653203694]]"
3,S1A-Level4-LiftLobby,S1A-Level4-Toilets-Entrance,S,S1A_L4_ROOMS,0,T,12,9,LineString,"[[11552560.190491645, 144274.82653203694], [11552553.78683067, 144271.02121517184], [11552554.725587253, 144266.226851192]]"
3,S1A-Level4-Toilets-Entrance,S1A-Level4-LiftLobby,N,S1A_L4_ROOMS,0,T,12,9,LineString,"[[11552554.725587253, 144266.226851192], [11552553.78683067, 144271.02121517184], [11552560.190491645, 144274.82653203694]]"
5,S1A-Level4-LiftLobby,S1A-04LAB3,W,S1A_L4_ROOMS,0,T,10,7,LineString,"[[11552560.190491645, 144274.82653203694], [11552550.221790783, 144273.84307275905]]"
5,S1A-04LAB3,S1A-Level4-LiftLobby,E,S1A_L4_ROOMS,0,T,10,7,LineString,"[[11552550.221790783, 144273.84307275905], [11552560.190491645, 144274.82653203694]]"
6,S1A-Level4-LiftLobby,S1A-04LAB4,E,S1A_L4_ROOMS,0,T,14,10,LineString,"[[11552560.190491645, 144274.82653203694], [11552569.332192661, 144286.04690834403]]"
6,S1A-04LAB4,S1A-Level4-LiftLobby,W,S1A_L4_ROOMS,0,T,14,10,LineString,"[[11552569.332192661, 144286.04690834403], [11552560.190491645, 144274.82653203694]]"
9,S1A-Level4-Toilets-Entrance,S1A-Level4-MaleToilet,W,S1A_L4_ROOMS,0,T,3,2,LineString,"[[11552554.725587253, 144266.226851192], [11552552.227824198, 144264.93606088977]]"
9,S1A-Level4-MaleToilet,S1A-Level4-Toilets-Entrance,E,S1A_L4_ROOMS,0,T,3,2,LineString,"[[11552552.227824198, 144264.93606088977], [11552554.725587253, 144266.226851192]]"
10,S1A-Level4-Toilets-Entrance,S1A-Level4-FemaleToilet,E,S1A_L4_ROOMS,0,T,3,2,LineString,"[[11552554.725587253, 144266.226851192], [11552557.390985407, 144267.55116851514]]"
10,S1A-Level4-FemaleToilet,S1A-Level4-Toilets-Entrance,W,S1A_L4_ROOMS,0,T,3,2,LineString,"[[11552557.390985407, 144267.55116851514], [11552554.725587253, 144266.226851192]]"
1,S1A-Level2-Lift,S1A-Level3-Lift,L,S1A_L2_ROOMS,0,T,0,36,LineString,"[[11552561.956248078, 144271.85380285594], [11552561.956248078, 144271.85380285594]]"
2,S1A-Level3-Lift,S1A-Level2-Lift,L,S1A_L3_ROOMS,0,T,0,36,LineString,"[[11552561.956248078, 144271.85380285594], [11552561.956248078, 144271.85380285594]]"
3,S1A-Level3-Lift,S1A-Level4-Lift,L,S1A_L3_ROOMS,0,TT,0,36,LineString,"[[11552561.956248078, 144271.85380285594], [11552561.956248078, 144271.85380285594]]"
4,S1A-Level4-Lift,S1A-Level3-Lift,L,S1A_L4_ROOMS,0,T,0,36,LineString,"[[11552561.956248078, 144271.85380285594], [11552561.956248078, 144271.85380285594]]"
1,S2-Level3-BackEntrance,S2-Level3-FemaleToilet-Entrance,N,S2_L3_ROOMS,0,T,33,25,LineString,"[[11552491.38063023, 144200.7697754708], [11552502.527311552, 144231.85186761973]]"
1,S2-Level3-FemaleToilet-Entrance,S2-Level3-BackEntrance,S,S2_L3_ROOMS,0,T,33,25,LineString,"[[11552502.527311552, 144231.85186761973], [11552491.38063023, 144200.7697754708]]"
2,S2-Level3-FemaleToilet-Entrance,S2-Level3-LiftLobby,N,S2_L3_ROOMS,0,T,11,8,LineString,"[[11552502.527311552, 144231.85186761973], [11552506.278598536, 144230.56571208252], [11552508.85090961, 144237.1036693966]]"
2,S2-Level3-LiftLobby,S2-Level3-FemaleToilet-Entrance,S,S2_L3_ROOMS,0,T,11,8,LineString,"[[11552508.85090961, 144237.1036693966], [11552506.278598536, 144230.56571208252], [11552502.527311552, 144231.85186761973]]"
3,S2-Level3-LiftLobby,S2-Level3-Lift,N,S2_L3_ROOMS,0,T,4,3,LineString,"[[11552508.85090961, 144237.1036693966], [11552510.244244775, 144240.9621360082]]"
3,S2-Level3-Lift,S2-Level3-LiftLobby,S,S2_L3_ROOMS,0,T,4,3,LineString,"[[11552510.244244775, 144240.9621360082], [11552508.85090961, 144237.1036693966]]"
4,S2-Level3-LiftLobby,S2-03LAB7-Entrance,E,S2_L3_ROOMS,0,T,10,7,LineString,"[[11552508.85090961, 144237.1036693966], [11552519.140153907, 144235.2816157189]]"
4,S2-03LAB7-Entrance,S2-Level3-LiftLobby,W,S2_L3_ROOMS,0,T,10,7,LineString,"[[11552519.140153907, 144235.2816157189], [11552508.85090961, 144237.1036693966]]"
5,S2-03LAB7-Entrance,S2-Level3-Entrance,E,S2_L3_ROOMS,0,T,32,24,LineString,"[[11552519.140153907, 144235.2816157189], [11552549.579168288, 144225.20673067754]]"
5,S2-Level3-Entrance,S2-03LAB7-Entrance,W,S2_L3_ROOMS,0,T,32,24,LineString,"[[11552549.579168288, 144225.20673067754], [11552519.140153907, 144235.2816157189]]"
6,S2-03LAB7-Entrance,S2-03LAB7,S,S2_L3_ROOMS,0,T,5,4,LineString,"[[11552519.140153907, 144235.2816157189], [11552517.425279854, 144230.2441731982]]"
6,S2-03LAB7,S2-03LAB7-Entrance,N,S2_L3_ROOMS,0,T,5,4,LineString,"[[11552517.425279854, 144230.2441731982], [11552519.140153907, 144235.2816157189]]"
7,S2-Level3-LiftLobby,S2-Level3-Stair,W,S2_L3_ROOMS,0,T,6,4,LineString,"[[11552508.85090961, 144237.1036693966], [11552503.491928201, 144238.8185434462]]"
7,S2-Level3-Stair,S2-Level3-LiftLobby,E,S2_L3_ROOMS,0,T,6,4,LineString,"[[11552503.491928201, 144238.8185434462], [11552508.85090961, 144237.1036693966]]"
8,S2-Level3-FemaleToilet-Entrance,S2-Level3-FemaleToilet,W,S2_L3_ROOMS,0,T,5,4,LineString,"[[11552502.527311552, 144231.85186761973], [11552497.704228284, 144233.3523824131]]"
8,S2-Level3-FemaleToilet,S2-Level3-FemaleToilet-Entrance,E,S2_L3_ROOMS,0,T,5,4,LineString,"[[11552497.704228284, 144233.3523824131], [11552502.527311552, 144231.85186761973]]"
1,S2-Level4-LiftLobby,S2-Level4-MaleToilet-Entrance,S,S2_L4_ROOMS,0,T,8,6,LineString,"[[11552507.618343884, 144233.9954601817], [11552506.278598536, 144230.56571208252], [11552502.527311552, 144231.85186761973]]"
1,S2-Level4-MaleToilet-Entrance,S2-Level4-LiftLobby,N,S2_L4_ROOMS,0,T,8,6,LineString,"[[11552502.527311552, 144231.85186761973], [11552506.278598536, 144230.56571208252], [11552507.618343884, 144233.9954601817]]"
2,S2-Level4-LiftLobby,S2-Level4-Corridor,E,S2_L4_ROOMS,0,T,6,4,LineString,"[[11552507.618343884, 144233.9954601817], [11552513.673992872, 144231.79827780565]]"
2,S2-Level4-Corridor,S2-Level4-LiftLobby,W,S2_L4_ROOMS,0,T,6,4,LineString,"[[11552513.673992872, 144231.79827780565], [11552507.618343884, 144233.9954601817]]"
3,S2-Level4-Corridor,S2-0414-Entrance,E,S2_L4_ROOMS,0,T,8,6,LineString,"[[11552513.673992872, 144231.79827780565], [11552521.658875166, 144228.90442784695]]"
3,S2-0414-Entrance,S2-Level4-Corridor,W,S2_L4_ROOMS,0,T,8,6,LineString,"[[11552521.658875166, 144228.90442784695], [11552513.673992872, 144231.79827780565]]"
4,S2-0414-Entrance,S2-0414,S,S2_L4_ROOMS,0,T,4,3,LineString,"[[11552521.658875166, 144228.90442784695], [11552520.479899256, 144225.47467974777]]"
4,S2-0414,S2-0414-Entrance,N,S2_L4_ROOMS,0,T,4,3,LineString,"[[11552520.479899256, 144225.47467974777], [11552521.658875166, 144228.90442784695]]"
5,S2-Level4-Corridor,S2-0415,S,S2_L4_ROOMS,0,T,3,2,LineString,"[[11552513.673992872, 144231.79827780565], [11552512.548606776, 144228.6364787767]]"
5,S2-0415,S2-Level4-Corridor,N,S2_L4_ROOMS,0,T,3,2,LineString,"[[11552512.548606776, 144228.6364787767], [11552513.673992872, 144231.79827780565]]"
6,S2-Level4-Corridor,S2-04LAB5,N,S2_L4_ROOMS,0,T,4,3,LineString,"[[11552513.673992872, 144231.79827780565], [11552515.013738222, 144235.22802590483]]"
6,S2-04LAB5,S2-Level4-Corridor,S,S2_L4_ROOMS,0,T,4,3,LineString,"[[11552515.013738222, 144235.22802590483], [11552513.673992872, 144231.79827780565]]"
7,S2-Level4-LiftLobby,S2-Level4-Stair,W,S2_L4_ROOMS,0,T,5,4,LineString,"[[11552507.618343884, 144233.9954601817], [11552504.13500597, 144236.94289995445]]"
7,S2-Level4-Stair,S2-Level4-LiftLobby,E,S2_L4_ROOMS,0,T,5,4,LineString,"[[11552504.13500597, 144236.94289995445], [11552507.618343884, 144233.9954601817]]"
8,S2-Level4-MaleToilet-Entrance,S2-Level4-MaleToilet,W,S2_L4_ROOMS,0,T,5,4,LineString,"[[11552502.527311552, 144231.85186761973], [11552498.240126425, 144233.35238241308]]"
8,S2-Level4-MaleToilet,S2-Level4-MaleToilet-Entrance,E,S2_L4_ROOMS,0,T,5,4,LineString,"[[11552498.240126425, 144233.35238241308], [11552502.527311552, 144231.85186761973]]"
9,S2-Level4-LiftLobby,S2-Level4-Lift,N,S2_L4_ROOMS,0,T,7,5,LineString,"[[11552507.618343884, 144233.9954601817], [11552510.244244775, 144240.9621360082]]"
10,S2-Level4-Lift,S2-Level4-LiftLobby,S,S2_L4_ROOMS,0,T,7,5,LineString,"[[11552510.244244775, 144240.9621360082], [11552507.618343884, 144233.9954601817]]"
1,S2-Level1-Lift,S2-Level3-Lift,L,,0,T,0,72,LineString,"[[11552510.244244775, 144240.9621360082], [11552510.244244775, 144240.9621360082]]"
2,S2-Level3-Lift,S2-Level1-Lift,L,S2_L3_ROOMS,0,T,0,72,LineString,"[[11552510.244244775, 144240.9621360082], [11552510.244244775, 144240.9621360082]]"
3,S2-Level3-Lift,S2-Level4-Lift,L,S2_L3_ROOMS,0,T,0,36,LineString,"[[11552510.244244775, 144240.9621360082], [11552510.244244775, 144240.9621360082]]"
4,S2-Level4-Lift,S2-Level3-Lift,L,S2_L4_ROOMS,0,T,0,36,LineString,"[[11552510.244244775, 144240.9621360082], [11552510.244244775, 144240.9621360082]]"
1,S3-Level1-East-Entrance,S3-Level1-LiftLobby,W,S3_L1_ROOMS,0,T,13,10,LineString,"[[11552618.778327607, 144250.56688674088], [11552608.22476163, 144243.55186935564]]"
1,S3-Level1-LiftLobby,S3-Level1-East-Entrance,E,S3_L1_ROOMS,0,T,13,10,LineString,"[[11552608.22476163, 144243.55186935564], [11552618.778327607, 144250.56688674088]]"
2,S3-Level1-LiftLobby,S3-Level1-Lift,S,S3_L1_ROOMS,0,T,5,4,LineString,"[[11552608.22476163, 144243.55186935564], [11552610.770033425, 144238.70964496583]]"
2,S3-Level1-Lift,S3-Level1-LiftLobby,N,S3_L1_ROOMS,0,T,5,4,LineString,"[[11552610.770033425, 144238.70964496583], [11552608.22476163, 144243.55186935564]]"
3,S3-Level1-LiftLobby,LT20,N,S3_L1_ROOMS,0,T,14,10,LineString,"[[11552608.22476163, 144243.55186935564], [11552608.907639429, 144257.14734552705]]"
3,LT20,S3-Level1-LiftLobby,S,S3_L1_ROOMS,0,T,14,10,LineString,"[[11552608.907639429, 144257.14734552705], [11552608.22476163, 144243.55186935564]]"
4,LT20,S3-Level1-East-Entrance,E,S3_L1_ROOMS,0,T,12,9,LineString,"[[11552608.907639429, 144257.14734552705], [11552618.778327607, 144250.56688674088]]"
4,S3-Level1-East-Entrance,LT20,W,S3_L1_ROOMS,0,T,12,9,LineString,"[[11552618.778327607, 144250.56688674088], [11552608.907639429, 144257.14734552705]]"
5,S3-Level1-East-Entrance,S3-Level1-Stair1,N,S3_L1_ROOMS,0,T,4,3,LineString,"[[11552618.778327607, 144250.56688674088], [11552619.957843807, 144254.35375453293]]"
5,S3-Level1-Stair1,S3-Level1-East-Entrance,S,S3_L1_ROOMS,0,T,4,3,LineString,"[[11552619.957843807, 144254.35375453293], [11552618.778327607, 144250.56688674088]]"
1,S3-Level5-Lift,S3-Level5-LiftLobby,N,S3_L5_ROOMS,0,T,5,4,LineString,"[[11552610.770033425, 144238.70964496583], [11552608.22476163, 144243.55186935564]]"
1,S3-Level5-LiftLobby,S3-Level5-Lift,S,S3_L5_ROOMS,0,T,5,4,LineString,"[[11552608.22476163, 144243.55186935564], [11552610.770033425, 144238.70964496583]]"
1,S3-Level1-Lift,S3-Level5-Lift,L,S3_L1_ROOMS,0,T,0,144,LineString,"[[11552610.770033425, 144238.70964496583], [11552610.770033425, 144238.70964496583]]"
2,S3-Level5-Lift,S3-Level1-Lift,L,S3_L5_ROOMS,0,T,0,144,LineString,"[[11552610.770033425, 144238.70964496583], [11552610.770033425, 144238.70964496583]]"
1,S4-Level1-EastEntrance,S4-Level1-WestEntrance,W,S4_L1_ROOMS,0,T,54,40,LineString,"[[11552673.915072873, 144233.6563371395], [11552622.897569897, 144250.1084100528]]"
1,S4-Level1-WestEntrance,S4-Level1-EastEntrance,E,S4_L1_ROOMS,0,T,54,40,LineString,"[[11552622.897569897, 144250.1084100528], [11552673.915072873, 144233.6563371395]]"
2,S4-Level1-EastEntrance,S4-Level1-Stair,S,S4_L1_ROOMS,0,T,5,4,LineString,"[[11552673.915072873, 144233.6563371395], [11552672.093019195, 144228.88684368905]]"
2,S4-Level1-Stair,S4-Level1-EastEntrance,N,S4_L1_ROOMS,0,T,5,4,LineString,"[[11552672.093019195, 144228.88684368905], [11552673.915072873, 144233.6563371395]]"
1,S4-Level2-EastEntrance,S4-Level2-Stair,S,S4_L2_ROOMS,0,T,5,4,LineString,"[[11552673.915072873, 144233.6563371395], [11552672.093019195, 144228.88684368905]]"
1,S4-Level2-Stair,S4-Level2-EastEntrance,N,S4_L2_ROOMS,0,T,5,4,LineString,"[[11552672.093019195, 144228.88684368905], [11552673.915072873, 144233.6563371395]]"
2,S4-Level2-EastEntrance,S4-02LAB-Entrance,S,S4_L2_ROOMS,0,T,15,11,LineString,"[[11552673.915072873, 144233.6563371395], [11552659.522918245, 144238.79280518327]]"
2,S4-02LAB-Entrance,S4-Level2-EastEntrance,N,S4_L2_ROOMS,0,T,15,11,LineString,"[[11552659.522918245, 144238.79280518327], [11552673.915072873, 144233.6563371395]]"
3,S4-02LAB-Entrance,S4-02LAB,S,S4_L2_ROOMS,0,T,6,4,LineString,"[[11552659.522918245, 144238.79280518327], [11552657.634515274, 144233.3827858602]]"
3,S4-02LAB,S4-02LAB-Entrance,N,S4_L2_ROOMS,0,T,6,4,LineString,"[[11552657.634515274, 144233.3827858602], [11552659.522918245, 144238.79280518327]]"
